brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size
Audi,Q7 45 Premium Plus,2021,68000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,No,Yes,36499,2.0
Lexus,LX 470 Base,1999,82000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,No,Yes,25000,4.7
GMC,Terrain SLE,2022,27352,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,No,No,27785,1.5
Ford,Escape Limited,2012,129000,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,Yes,Yes,7000,2.5
Lexus,LS 460 L,2014,106731,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,Yes,Yes,30000,4.6
Ford,Expedition Platinum,2019,34672,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,No,Yes,45500,3.5
Chevrolet,Malibu LTZ,2010,55900,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,No,Yes,8950,3.6
Audi,RS 7 4.0T quattro,2023,3158,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,No,No,128900,4.0
Audi,A5 2.0T Premium Plus,2015,82000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,No,Yes,17000,2.0
Genesis,G70 2.0T,2023,4785,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,No,Yes,42850,2.0
Chevrolet,Trailblazer LS,2021,20497,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,No,No,22999,1.3
Scion,tC Base,2013,177600,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,Yes,Yes,7100,2.5
Lincoln,MKZ Hybrid Base,2014,78568,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,No,Yes,15500,2.0
Ford,Transit-350 XL,2018,95000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,No,Yes,43000,3.7
Porsche,911 GT2 RS,2018,4529,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,No,Yes,417500,3.8
Ford,Explorer Timberline,2021,25240,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,Yes,No,39951,2.3
Volvo,XC90 3.2,2011,88300,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,Yes,Yes,11500,3.2
Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,Yes,Yes,27499,5.3
Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,No,Yes,76000,2.5
Lincoln,Navigator L,2008,95000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,10900,5.4
Hyundai,Elantra GLS,2010,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,Yes,Yes,6250,2.0
Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,Yes,Yes,24700,3.0
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,No,Yes,34999,2.0
Tesla,Model Y Performance,2023,500,Electric,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,No,Yes,60000,0.0
Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,No,Yes,63500,6.0
Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,No,Yes,149500,3.8
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,No,No,44798,4.7
Chevrolet,Blazer Premier,2019,55621,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,No,No,34562,3.6
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,Yes,Yes,32541,2.5
Ford,Expedition Max Limited,2022,26500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,No,Yes,65900,3.5
Nissan,Titan XD SV,2020,10001,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,No,Yes,47214,5.6
Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,No,Yes,76900,5.7
Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,No,Yes,35800,3.6
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,Yes,Yes,54999,3.0
BMW,X5 3.0i,2004,140000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,No,Yes,6730,3.0
Ford,Fusion SE,2018,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,Yes,Yes,14950,1.5
Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,No,Yes,12000,2.0
Ford,GT,2005,1897,Gasoline,5.4 Liter SC DOHC,Manual,White,Unknown,No,No,429998,5.4
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,No,Yes,33600,5.0
Lexus,LC 500 Base,2022,2071,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,No,No,99950,5.0
Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,No,No,61900,5.8
Saturn,Sky Base,2008,15020,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,No,Yes,18500,2.4
Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,No,No,119900,4.0
Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,Silver,Black,No,No,65998,5.7
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,Yes,Yes,36000,4.6
Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,No,Yes,63500,3.8
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,No,Yes,32000,2.0
Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,No,Yes,3900,3.5
BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,Yes,Yes,31750,3.0
Honda,S2000 CR,2008,82323,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,No,Yes,28500,2.2
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,No,No,34998,1.5
Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,No,Yes,12749,6.8
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,No,Yes,18853,5.0
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Yes,Yes,104999,5.5
INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,No,Yes,16900,3.5
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,No,Yes,14500,2.0
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,No,No,53900,6.4
Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,Yes,Yes,47999,3.5
Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,Unknown,No,24900,3.0
Tesla,Model X Base,2023,8200,Electric,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,No,Yes,93999,0.0
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,No,Yes,108900,5.5
Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,No,No,34998,3.5
Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,No,Yes,5000,3.6
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,No,Yes,1950995,8.0
Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,Yes,No,34084,3.5
Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,No,No,15599,2.0
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,No,No,31331,3.6
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,No,Yes,9900,4.2
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,No,Yes,14500,2.0
BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,Unknown,No,36800,4.4
Polestar,2 Launch Edition,2021,12172,Electric,Electric,1-Speed Automatic,Thunder Gray,Charcoal,No,No,35999,0.0
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,Yes,Yes,35000,3.0
Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,No,Yes,49750,3.4
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,No,Yes,49000,2.5
Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,No,Yes,10500,4.6
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,No,Yes,17999,3.6
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,No,Yes,27995,5.3
INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,No,Yes,8750,3.7
Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,No,Yes,78499,3.5
Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,Yes,Yes,20850,3.6
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,No,Yes,41000,5.6
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,No,Yes,53800,3.0
Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,Yes,Yes,37900,5.7
Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,No,Yes,63500,5.7
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,No,Yes,65000,3.6
Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,No,Yes,100000,5.0
Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,8995,3.5
Mercedes-Benz,EQS 450 4MATIC,2023,7388,Electric,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,No,Yes,105500,0.0
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,No,No,359991,5.2
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,No,No,75900,2.9
Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,No,No,23995,1.2
Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,No,Yes,257000,4.0
INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,Yes,Yes,15000,3.7
Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,No,Yes,33950,3.0
Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,No,No,47498,3.5
Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,Automatic,White,Black,No,No,50998,5.6
Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,Unknown,No,No,42998,2.0
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,No,Yes,94999,5.2
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,No,Yes,46995,3.5
Mercedes-Benz,EQS 450+ Base,2022,16238,Electric,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,No,Yes,62479,0.0
RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,No,Yes,47995,5.7
Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,No,Yes,14900,4.6
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,No,No,39998,2.0
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,No,No,29999,2.5
Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,No,Yes,3900,2.4
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,No,Yes,26000,4.7
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Unknown,Yes,Yes,11000,2.0
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,No,Yes,63000,2.0
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,No,Yes,22500,3.7
Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Cherry,Black,No,Yes,18688,2.0
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,No,Yes,16500,3.7
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,No,Yes,27900,5.6
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,No,Yes,77500,2.9
Land,Rover Discovery HSE,2019,20034,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,No,No,43998,3.0
Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,No,Yes,68000,2.0
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,No,Yes,19995,3.7
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,No,Yes,54000,3.6
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,Yes,Yes,5900,3.5
Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,No,Yes,134999,3.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,Yes,Yes,34250,3.0
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,Yes,Yes,37000,2.7
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,No,Yes,12000,3.7
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,Yes,Yes,32000,2.0
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,Yes,Yes,24500,2.0
BMW,M8 Competition,2020,10906,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,No,No,96998,4.4
Lincoln,MKC Select,2019,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,No,No,26545,2.0
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,No,Yes,86999,1.5
Toyota,Highlander XLE,2021,67039,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,No,No,34645,3.5
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,No,No,28535,2.5
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,Yes,Yes,43550,3.6
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,No,Yes,27500,3.0
Tesla,Model 3 Standard Range Plus,2021,21600,Electric,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,No,Yes,31000,0.0
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,Yes,Yes,69000,2.5
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,No,Yes,16000,6.0
Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,Yes,Yes,8500,2.0
Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,No,Yes,275000,3.9
Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,No,Yes,45000,3.4
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,Yellow,Unknown,No,Yes,488880,6.8
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,No,No,74900,4.0
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,No,Yes,144664,4.0
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,No,Yes,38500,3.5
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,No,Yes,12995,5.0
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,Yes,Yes,10000,4.7
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,No,Yes,27000,2.0
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,Yes,Yes,6000,3.7
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,No,Yes,52645,3.0
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,2.0 Liter,Automatic,Fuji White,Unknown,No,No,35998,2.0
Aston,Martin DBX Base,2021,2353,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Green,Sahara Tan,No,Yes,159500,4.0
Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mythos Black Metallic,Black,No,No,33610,2.0
Ford,Explorer XLT,2020,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,Yes,Yes,28616,2.3
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,No,Yes,46900,4.0
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,No,Yes,29990,2.4
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,No,Yes,28499,3.0
Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,Yes,Yes,36500,3.3
Chevrolet,Bolt EUV Premier,2022,7624,Electric,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,No,Yes,31985,0.0
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gold,Black,Yes,Yes,9999,2.5
Kia,Sportage X-Pro,2023,459,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Jungle Green,Black,No,No,36998,2.5
BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,Yes,Yes,40500,3.0
Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,No,Yes,17500,5.0
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,No,No,69900,0.0
BMW,M550 i xDrive,2020,40000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,No,Yes,53000,4.4
Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,Yes,Yes,30000,2.5
Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,No,No,159998,4.0
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Deep Crystal Blue Mica,Black,No,No,22966,2.5
